'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('0007f9c5-a0f0-438b-90bd-64709f3d7e4f', '4100_3', 60, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('6b5cf949-d2ca-4bec-8e6c-fb8847539d15', '5100_1', 3, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('6bab218a-b1ad-48b2-a9c7-4450ad66ad54', '4056', 89, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('6bc3c008-f924-41f8-9426-835cf5772de7', '2219', 5, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('7061ed4d-d654-4224-a39f-6ba831645ef6', '5204', 96, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('70deb465-3945-4779-90dd-e570ae31403a', '3202', 13, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('71d037ec-d1b3-49c7-afa4-278552e38cf6', '3231', 48, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('722917b6-2e60-418b-866b-d302cee1bb42', '5212', 59, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('727838c7-209e-4c30-b414-3b460c5a56e9', '4100_10', 34, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('7288094e-84ed-48e6-a7c1-9ad03440e918', '6132', 73, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('72c0e45f-16ba-4ea2-88c9-4a34710565a2', '4099', 87, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('72c107d6-13c0-40c8-a703-39c8b428161f', '3221', 39, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('73600802-4de5-4273-bb77-ebf760202e35', '4091', 27, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('73656c27-7752-454a-82d5-80b352553d26', '4065', 69, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('73903f4f-1230-4d4a-9527-371766143bf9', '3092', 79, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('73e7d5d6-0f7f-4332-8c6d-2c68c4dd992e', '2222', 33, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('745c3242-78e4-46e8-b54f-59b1e2dd182b', '3086', 92, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('750fbaca-1ed0-4fd2-ab9e-9174c665d88c', '3028', 54, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('75e48371-e3c3-416c-b563-b9bb02e2681b', '3002', 95, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('760fe755-d823-45ae-9eb8-4b7e62112011', '2100_7', 53, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('76b700ee-76b5-45b3-9d3d-097c8d04a597', '5064', 15, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('77114faa-d1c3-4ca6-8261-aeed6f7bc987', '3216', 14, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('77588251-e906-441a-9ec8-c3eee6c61d17', '2100_8', 62, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('77eff218-37f6-47d5-99d9-42d0852a81e2', '1429', 56, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('7848c383-427a-4605-801f-a56788e6f18d', '3066', 85, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('7c1d220b-483e-4841-82cc-083876a6599d', '4231', 2, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('7cb75cd7-5997-47b6-8f7b-772ebd7f7dea', '4059', 37, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('7d4dea7c-b1ef-458a-9b3f-abf4f267023e', '4072', 48, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('7dd2354f-4720-4bb1-8dad-7a84185353e0', '5054', 29, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('7e0244ab-69fe-495b-a4d6-14bb6d460c07', '2076', 92, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('7fd4c3a0-f357-47a0-b869-a3734bcc94e5', '4216', 97, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('80935707-5114-4d9d-a64f-efc5b8b33e4e', '4002', 81, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('80c6b9aa-35fe-4fed-b5d3-af4f7b822590', '4211', 95, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('80d3dc29-c5f5-4117-8d32-e4f3bae61f11', '2226', 32, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('80e4e1e1-4425-4dac-a3c8-82a0f470f9a6', '3048', 16, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('82061858-3b39-49e6-ad06-0a4573758639', '5232', 46, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('8404b27f-ce36-4c63-b70d-84f0591662e9', '3219', 82, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('84ae074b-310d-4718-b58f-cb27f75f788d', '3019', 17, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('8546b8e5-3765-4ea5-87b1-73ccf7e83f9f', '2052', 74, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('85874b87-cf72-4ae0-872e-b0f9adf468ad', '1422', 74, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('858f5c2c-2004-4e44-bb79-7e8aaaaf77a3', '5051', 100, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('875d14f6-1c55-482d-8401-fc9935e57142', '5222', 36, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('883f6e12-0b5d-4e57-b344-f4407bde698d', '4232', 21, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('88d36c4f-fb96-4852-b83c-9fad7f3167f3', '4100_5', 67, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('89801444-8841-4fa5-8fcc-cac0b078b9c1', '3099', 60, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('8a41714c-90a7-4150-89b4-2239afc66fb5', '6036', 33, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('8ab0b0b6-18cd-411d-83d0-996014220c30', '3226', 25, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('8ad8e535-00fb-4319-89d7-05789e47d46e', '6212', 48, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('8c047ca8-0bb0-4806-8f2a-062497650f56', '2086', 24, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('8c259e96-1ded-400d-9384-5f283d4084ec', '3061', 37, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('8cfc1d7a-a9e7-4038-a5c8-023366e8f13c', '4241', 20, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('8d29e218-c310-4779-a521-4b2eccf56469', '5044', 20, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('907532e3-81db-400b-b759-8d7e3375002f', '5082', 47, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('91eda693-98b1-4d64-96a1-d1a929434702', '2026', 26, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('9205e19d-4f49-423b-b5e1-53fe646068c0', '3039', 37, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('944f12ee-9048-4224-9904-6ae68236015a', '2202', 93, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('952bbb30-43b5-4154-a53f-c1bf2e0eb6a7', '6136', 11, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('95b538ff-1462-414d-a8f3-2bcaac3f59b1', '4226', 69, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('979b7ee5-3566-4e0e-9a99-f336c6e4b6d2', '4019', 60, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('97ea7983-dd9a-4f1a-8894-c11436c1627d', '1425', 42, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('98c332b7-62d4-4b77-9166-1272fce95764', '6086', 50, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('98fd2cfd-a3f1-4777-9716-b2c37a347267', '6215', 45, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('99794ed7-ea00-470f-97ad-57e450b6e439', '4028', 9, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('9a9529fe-63ab-4f25-8a9e-10dfdd1df591', '4076', 9, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('9b037e32-44f8-43a9-896b-ce157c8f4800', '5208', 61, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('9b14b194-50d1-451d-bcdd-82238f9ee75b', '4219', 18, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('9c107adf-460a-442f-a223-dfe0837ea368', '2100_9', 32, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('9c4ecafe-3939-4442-8112-d99bec338746', '5241', 99, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('9d421a5f-8eaf-4ed8-a334-ea550b9d245a', '5100_10', 83, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('9ea46a5a-3b3a-4f9f-9314-f5deea5b62cb', '4100_9', 3, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('9f2ca637-380e-43b9-b3b6-d17ac6a4cf96', '2100_2', 42, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a11f6985-a136-4ddf-93c9-bc1fd3f69b64', '5224', 3, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a2389254-b07a-4b6d-b1a7-b6fc64d0aede', '3212', 51, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a240291d-5b44-4512-8b7d-95c1f1216108', '2212', 62, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a2fa2360-9581-4fb0-ad37-be86bdd64cbe', '5038', 47, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a316df62-07c7-4d1b-86b8-b8637c89dba9', '4051', 4, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a36d97cd-6383-4be9-8c1a-b6d0e831eb04', '2088', 52, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a3734ca8-eebc-4490-9f9b-b0212b843f9d', '3038', 6, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a3e4aa34-6ec3-4c74-b99c-07ae55d3310f', '2091', 53, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a4232195-0320-4302-b4a3-9af73d89d55a', '2069', 10, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a4902b49-8e5b-42f5-bebc-35806192fc4b', '1433', 31, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a4a7f1e6-01d9-492d-8907-d45015786e6c', '2032', 99, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a53d3b56-699a-4b67-bbbd-1b2d4180f38f', '2099', 64, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a6bdb2f5-9af5-4f33-a725-f6c9e96699a3', '6046', 20, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a6d13141-b709-4f90-b034-8bb1867de9a7', '6218', 14, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a727c300-ba03-46f3-a6b9-191c19c0bc5e', '2059', 95, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a93fdc01-de96-4175-a608-d21d7fdcb00c', '6072', 57, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('a9e34bac-775e-4fc1-8ffc-e22c96dcf484', '5219', 70, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('aa661faa-1b63-4089-8afe-1b788c1bbbd8', '5100_3', 20, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('aacd34f3-07cd-4aeb-a0d0-7cafae64cd18', '1600', 54, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ab122187-8244-4e13-81cd-7fe4459afb44', '1100', 72, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ab679a9c-8f55-462d-9c18-8cd0d42adfa0', '2019', 30, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('abf041cf-ba48-457f-8e5a-55f0d8ddeb01', '5206', 62, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('acb37525-479f-41f6-a55f-eb70ec43e339', '3052', 31, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ad110115-1b02-47d2-ba6e-113b9392b38e', '1420', 89, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ad9ceff3-e685-4c97-aac4-f8d695e8515a', '3054', 100, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('adb96dfe-b407-4851-a5cf-580afd86d598', '5234', 47, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('adc4bfe2-c5fd-4991-830b-0975d0caec29', '5100_8', 81, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ae4fa407-48ec-4107-970e-70bda48154ee', '2216', 11, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('af7eed44-e91f-452d-8d3f-1ba45e041c48', '4061', 59, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b1973ab7-66f6-4e9f-9801-fd3853a39a8a', '3059', 3, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b222a5b2-e278-4626-9c8b-6e222f81d1b6', '5061', 68, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b3a3017c-b149-4784-8008-837a77048e8c', '5039', 62, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b3ee6374-0e4e-4842-8286-1096fd13bb74', '2029', 68, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b455c1e7-c85f-419f-9523-f0f720b961b2', '4038', 81, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b5348c09-46a6-44d5-8159-29ef0faf769b', '5089', 19, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b552783f-514b-475d-93e2-2a52ec27f0b2', '5100_5', 56, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b6550767-67bd-46b7-8331-873ab0e35707', '4100_8', 51, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b671169f-8ab6-4133-8895-c64c4eeec107', '1412', 13, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b808782a-dfd4-4e29-8971-e54977a5be75', '5002', 44, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b85273de-2305-4b19-8f1c-d0493f83c368', '2209', 9, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b8e7b9ae-7f5c-4c7a-9f35-d3c25c047bf1', '5099', 31, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('b9c041e3-c0a9-4525-8f6c-17fed93b6921', '2042', 33, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('bb6c9bf4-87e8-4e61-bdc3-0efbf638f892', '3076', 77, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('bbf596ab-1b10-48f8-bd53-81fdc4d64d49', '4100_6', 86, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('bc95daee-f94f-4c76-adbd-46dedb8146b3', '2064', 4, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('bde28577-e20a-495f-8840-f455e76e3de9', '5084', 40, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('bdebf148-eebd-4cc0-a135-d9d523898bac', '4013', 57, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('be089953-929b-47b3-b4f6-7223bdab809d', '2011', 18, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('be36a436-cbca-4fd8-83d8-b614a61a9d74', '6013', 91, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('bf401a6a-da51-472e-908b-afb842c27074', '2002', 13, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c0343ed7-745c-4721-8f9f-c8bfc4d828ed', '6211', 6, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c0c61154-4aea-4917-b196-52fbf8a8ff42', '2100_10', 28, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c10dc452-91bc-458b-bdef-13ea1b810ba9', '3032', 47, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c151a4f2-2328-40ad-9d68-5e578217caf4', '3072', 47, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c1dc8bc1-6d02-49e2-8482-c0098bb8a882', '2004', 67, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c1e35794-aa7f-42aa-a5ea-2e488df22df7', '3208', 41, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c24dec1b-443b-4e77-bbe8-9644baa12bd1', '6028', 73, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c31f7be0-d560-42c3-abb8-d726275ac030', '1427', 42, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c35b247d-155b-4061-b83e-8e63c005db6a', '3082', 67, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c35ccf68-6478-4ac3-851c-aebb7b77005e', '5052', 27, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c3ae537c-7730-40e9-bc4e-3217ca0f9755', '6062', 100, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c4755a5b-902b-4d33-8a30-02ce7c16a885', '6068', 19, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c48cefba-f029-436c-bd3d-188b6237a1d6', '5221', 96, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c5fac746-0e23-4069-853e-46e387f3b413', '3058', 65, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c66ecf7c-3b6f-4947-8a9f-be117ce29c1b', '5056', 50, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('c8027591-427d-4a6c-9ef0-ecc8cae6e7b0', '2214', 51, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ca8a1e62-e27e-4a8b-8b7e-d767c107fc9c', '5026', 63, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('caaf7acb-201e-4be3-98b0-22964a6cd9d2', '6213', 62, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('cb1fce70-0e55-457b-8aa1-47206accc5a6', '4214', 77, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('cb5aca6c-2c7b-4951-bd1a-e0f2b84a426b', '6011', 82, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('cbee9653-b59e-4167-ab61-0845f6796faf', '1428', 87, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('cc3a55c8-5b0d-42e6-a0a0-1ca0ff802c31', '5011', 66, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ccbd2fd1-8b86-4547-aa7d-83ab31d24b19', '5202', 53, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ccd26b6a-0d5d-4b1a-912f-a2c0760618c6', '5231', 46, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ccd80dd6-9108-434e-bc2d-71560a9c3748', '2062', 17, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ccfc46f7-716a-4752-b648-2ef214f58fe0', '4052', 10, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('ce0ce435-6462-438a-8fe3-1b3ab22b7ce8', '2058', 14, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d13cb528-85b5-4c2c-8025-28ce853f703e', '2061', 50, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d16a7c5e-55b8-4f0d-80b0-9d82d22a92d2', '3065', 65, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d1a4ce70-b04d-444b-a863-c4bfc28be439', '4222', 76, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d1ac0a00-6a2b-4bb9-b444-172853d4821d', '1406', 97, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d475ed38-99cf-47c9-ab49-0d119430cb7e', '5209', 89, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d62f7ea9-d9fa-49ba-80cc-9c8d5a08476f', '3100_7', 56, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d666a262-7a45-4a0d-919c-e7a43b38305a', '5074', 70, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d680ecaf-377b-4a6e-8333-6c29a956bb7a', '5068', 73, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d6aeb46d-3368-422b-af05-41947a6363b4', '4074', 99, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d7cc3c3c-6c55-4444-ac92-c8b169a1dec5', '3100_6', 99, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d8014a79-b54a-4edc-9999-382601c61ec9', '4208', 9, '2017-11-08 00:03:00', 'vSensor2');
'2017-11-0800:03:00',INSERT INTO occupancy VALUES ('d8c8c6d7-2b2a-4524-9f63-1e53f32ab720', '6049', 27, '2017-11-08 00:03:00', 'vSensor2');
